date_time_respond,age,nationality,country workplace,working abroad,continent,gender,marital status,qualification,institution,years of service,professional position,proportion coauthored,benefits_qualityofpaper,benefits_increaseinpublication,benefits_divisionlabour,benefits_mutualgain_expertise,benefits_knowcolleague,benefits_junior,benefits_mentorbysenior,benefits_international,benefits_sharing_researchcosts,benefits_multidisciplinary,benefits_largeinternational_crosscountry,benefits_furthernetworks,relationship_mentor_writepaper,relationship_mentor_collectdata,relationship_mentor_analyzing,relationship_mentor_designing,relationship_mentor_revising,relationship_mentor_reviewing,relationship_mentor_originalidea,relationship_colleague_writepaper,relationship_colleague_collectdata,relationship_colleague_analyzing,relationship_colleague_designing,relationship_colleague_revising,relationship_colleague_reviewing,relationship_colleague_originalidea,authororder_significantcontribution,authororder_alphabet_equalcontribution,authororder_alphabet_nosignificant,preference_nationality,preference_gender,preference_ethnicity,preference_higherrank,preference_equalacademicrank,preference_juniors,preference_department,preference_friends
11/09/2015 18:47,46 - 55,Portugal,Portugal,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,About half,2,2,3,2,2,3,2,2,3,3,3,3,Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,In almost all my papers,In very few of my papers,In none of my papers,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 18:54,56 and above,Sweden,Sweden,No,Europe,Male,Single,Masters,Other,More than 10 years,Other,Almost all papers,4,1,3,4,1,2,1,3,1,1,3,2,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes
11/09/2015 18:54,56 and above,United Kingdom,United Kingdom,No,Europe,Male,Married,Other,University,More than 10 years,Professor,About two-third,4,2,2,4,2,3,4,1,1,2,2,3,Slightly Important,Slightly Important,Important,Very Important,Important,Slightly Important,Important,Important,Important,Important,Very Important,Important,Important,Very Important,In none of my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always
11/09/2015 18:57,35 - 45,Greece,Italy,Yes,Europe,Female,Married,Masters,University,1 - 5 years,Professor,Almost all papers,4,2,3,4,1,2,2,2,1,3,2,1,Important,Important,Important,Very Important,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In about half of my papers,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 18:59,less than 35,Korea,Singapore,Yes,Asia,Male,Single,Masters,Research Institute,Less than 1 year,Post Doc,About two-third,4,2,3,3,3,3,3,3,3,3,3,2,Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Important,Very Important,Important,Very Important,Important,Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Most of the time,Sometimes,Never
11/09/2015 18:59,less than 35,Belgium,Belgium,No,Europe,Female,Other,Masters,Research Institute,Less than 1 year,Researcher/Scientist,All papers,4,2,2,2,1,3,3,3,3,3,3,3,Slightly Important,Slightly Important,Slightly Important,Very Important,Very Important,Slightly Important,Important,Important,Important,Important,Slightly Important,Very Important,Important,Slightly Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/09/2015 19:02,35 - 45,USA,Poland,Yes,Europe,Male,Married,Masters,Research Institute,1 - 5 years,Associate Professor,Very few,3,4,4,3,2,1,1,1,2,3,3,3,Important,Slightly Important,Important,Important,Very Important,Slightly Important,Very Important,Very Important,Important,Important,Important,Very Important,Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Most of the time,Never,Never,Never,Most of the time
11/09/2015 19:02,less than 35,Germany,Switzerland,Yes,Europe,Male,Single,PhD,University,1 - 5 years,Student,All papers,4,3,3,4,4,1,4,3,3,2,2,4,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Important,Very Important,Very Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Never,Never,Most of the time,Sometimes,Never,Most of the time,Sometimes
11/09/2015 19:02,less than 35,United Kingdom,Germany,Yes,Europe,Male,Single,Masters,Research Institute,1 - 5 years,Assistant Professor,Almost all papers,4,3,3,4,3,3,2,2,2,2,3,2,Important,Slightly Important,Important,Very Important,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes
11/09/2015 19:04,35 - 45,Spain,Spain,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,4,3,3,4,2,2,2,2,2,2,2,2,Important,Very Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In almost all my papers,In very few of my papers,In none of my papers,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time
11/09/2015 19:05,35 - 45,Italy,Italy,No,Europe,Female,Married,Masters,University,More than 10 years,Associate Professor,About two-third,3,2,3,3,3,3,2,3,2,2,2,2,Important,Important,Important,Very Important,Very Important,Slightly Important,Important,Important,Important,Important,Very Important,Important,Important,Very Important,In very few of my papers,In almost all my papers,In none of my papers,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time
11/09/2015 19:06,46 - 55,Italy,Italy,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,3,4,4,4,1,3,1,3,2,3,3,4,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Slightly Important,Slightly Important,Important,Very Important,Important,Slightly Important,Very Important,In all my papers,In none of my papers,In none of my papers,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes
11/09/2015 19:15,35 - 45,France,France,No,Europe,Female,Married,Masters,Research Institute,More than 10 years,Researcher/Scientist,Almost all papers,3,2,3,3,3,4,4,3,2,2,2,2,Very Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,In very few of my papers,In about two-third of my papers,In about one-third of my papers,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time
11/09/2015 19:19,less than 35,Spain,Spain,No,Europe,Male,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,4,3,3,4,2,2,3,3,2,2,3,3,Important,Important,Important,Very Important,Important,Slightly Important,Very Important,Important,Important,Very Important,Very Important,Important,Important,Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never
11/09/2015 19:25,35 - 45,Canada,Malawi,Yes,Africa,Female,Single,Masters,Research Institute,Less than 1 year,Researcher/Scientist,All papers,4,4,4,3,3,4,4,4,4,4,4,4,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Very Important,Slightly Important,Not Important,In all my papers,In very few of my papers,In none of my papers,Never,Sometimes,Never,Most of the time,Sometimes,Sometimes,Never,Never
11/09/2015 19:25,35 - 45,Italy,Italy,No,Europe,Female,Married,Masters,University,1 - 5 years,Associate Professor,Almost all papers,4,2,4,4,3,3,2,3,2,4,3,2,Important,Important,Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,In about one-third of my papers,In very few of my papers,In about two-third of my papers,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 19:27,35 - 45,Germany,Belgium,Yes,Europe,Male,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,3,4,4,3,3,4,1,4,2,1,3,2,Slightly Important,Important,Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Important,Very Important,Important,Very Important,Important,Important,Very Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time
11/09/2015 19:28,35 - 45,United Kingdom,United Kingdom,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,All papers,4,1,2,4,2,2,2,1,1,1,1,1,Very Important,Important,Important,Very Important,Important,Slightly Important,Very Important,Very Important,Important,Important,Very Important,Important,Slightly Important,Very Important,In very few of my papers,In about half of my papers,In about half of my papers,Sometimes,Never,Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time
11/09/2015 19:32,35 - 45,Italy,Italy,No,Europe,Female,Other,Masters,University,More than 10 years,Assistant Professor,Almost all papers,4,4,3,3,4,3,4,4,4,4,4,4,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,In none of my papers,In all my papers,In very few of my papers,Sometimes,Sometimes,Never,Most of the time,Sometimes,Sometimes,Sometimes,Always
11/09/2015 19:38,less than 35,Finland,Finland,No,Europe,Female,Single,PhD,Research Institute,1 - 5 years,Economist (not holding academic position ),About two-third,4,1,3,4,2,2,3,4,3,3,2,3,Important,Important,Important,Not Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,Slightly Important,Important,Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Never,Most of the time,Never
11/09/2015 19:44,less than 35,Germany,Germany,No,Europe,Female,Single,PhD,Research Institute,1 - 5 years,Researcher/Scientist,Almost all papers,4,2,2,3,2,1,3,1,1,1,1,2,Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Not Important,Slightly Important,Important,Important,Slightly Important,Important,Slightly Important,Slightly Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Never,Never,Sometimes,Never,Never,Most of the time,Sometimes
11/09/2015 19:53,35 - 45,France,France,No,Europe,Female,Married,Masters,Research Institute,More than 10 years,Professor,Almost all papers,3,3,3,4,4,3,2,3,3,4,3,4,Important,Important,Slightly Important,Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,Important,Very Important,In about two-third of my papers,In about one-third of my papers,In very few of my papers,Most of the time,Never,Never,Most of the time,Sometimes,Sometimes,Never,Sometimes
11/09/2015 20:02,35 - 45,Japan,USA,Yes,North America,Male,Single,Masters,University,1 - 5 years,Assistant Professor,Almost all papers,4,2,3,4,1,1,2,1,1,1,1,1,Important,Not Important,Not Important,Important,Important,Not Important,Important,Important,Not Important,Important,Important,Important,Slightly Important,Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes
11/09/2015 20:13,46 - 55,Uruguay,Uruguay,No,South America,Male,Married,Masters,University,More than 10 years,Professor,All papers,4,1,3,4,4,4,2,4,1,4,1,1,Very Important,Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Important,In about one-third of my papers,In about one-third of my papers,In about one-third of my papers,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes
11/09/2015 20:13,46 - 55,Netherlands,Netherlands,No,Europe,Male,Married,Masters,Research Institute,6 - 10 years,Researcher/Scientist,Almost all papers,4,3,4,4,2,2,1,2,1,2,1,3,Very Important,Slightly Important,Important,Important,Very Important,Important,Important,Important,Slightly Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Important,In about one-third of my papers,In none of my papers,In about two-third of my papers,Never,Never,Never,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes
11/09/2015 20:15,46 - 55,Finland,Finland,No,Europe,Female,Married,Masters,University,More than 10 years,Associate Professor,About two-third,4,4,4,4,3,4,3,4,3,4,3,3,Very Important,Important,Important,Very Important,Very Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,In almost all my papers,In about one-third of my papers,In very few of my papers,Most of the time,Never,Never,Sometimes,Sometimes,Most of the time,Most of the time,Never
11/09/2015 20:19,35 - 45,Germany,Germany,No,Europe,Male,Married,Masters,University,1 - 5 years,Associate Professor,About two-third,3,3,3,2,1,2,2,2,3,1,2,1,Very Important,Important,Important,Very Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 20:23,35 - 45,Mexico,Canada,Yes,North America,Female,Married,Masters,University,1 - 5 years,Assistant Professor,All papers,4,2,3,4,3,3,4,4,3,3,4,4,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In about two-third of my papers,In about half of my papers,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 20:27,46 - 55,Netherlands,Netherlands,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,4,3,4,3,2,2,2,2,2,2,2,2,Important,Slightly Important,Important,Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/09/2015 20:27,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About two-third,4,4,4,4,4,4,1,4,4,1,4,4,Important,Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes
11/09/2015 20:40,56 and above,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About two-third,3,1,3,3,1,3,1,1,1,1,1,1,Slightly Important,Not Important,Important,Not Important,Important,Important,Not Important,Important,Not Important,Not Important,Important,Slightly Important,Slightly Important,Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/09/2015 20:45,35 - 45,Greece,United Kingdom,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Lecturer,All papers,4,4,4,4,1,1,2,2,1,1,1,2,Important,Slightly Important,Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In none of my papers,In all my papers,In none of my papers,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes
11/09/2015 20:55,35 - 45,Japan,Japan,No,Asia,Male,Married,Masters,University,1 - 5 years,Associate Professor,Almost all papers,4,3,3,4,2,2,4,2,2,2,2,2,Very Important,Slightly Important,Slightly Important,Important,Very Important,Very Important,Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,In almost all my papers,In very few of my papers,In very few of my papers,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never
11/09/2015 20:57,56 and above,United Kingdom,United Kingdom,No,Europe,Male,Married,Masters,University,1 - 5 years,Professor,About two-third,3,2,4,4,3,4,1,2,1,2,2,2,Slightly Important,Not Important,Slightly Important,Slightly Important,Slightly Important,Important,Not Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,In very few of my papers,In very few of my papers,In almost all my papers,Never,Never,Never,Never,Never,Most of the time,Sometimes,Never
11/09/2015 21:01,46 - 55,Italy,Italy,No,Europe,Female,Single,Masters,University,More than 10 years,Professor,About one-third,2,2,3,3,3,1,1,4,2,4,4,3,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In almost all my papers,In almost all my papers,Sometimes,Never,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
11/09/2015 21:02,35 - 45,Germany,United Kingdom,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Lecturer,Almost all papers,4,3,4,4,1,3,3,1,2,2,1,1,Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Important,Important,Important,Important,Important,Very Important,Important,Important,In about one-third of my papers,In very few of my papers,In about two-third of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never
11/09/2015 21:03,35 - 45,Canada,Chile,Yes,South America,Female,Married,Masters,University,1 - 5 years,Associate Professor,Almost all papers,3,3,4,4,2,2,2,2,3,2,2,4,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 21:08,35 - 45,Switzerland,Switzerland,No,Europe,Male,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,3,3,3,4,2,3,2,2,1,1,2,2,Important,Slightly Important,Important,Important,Important,Slightly Important,Important,Slightly Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 21:19,less than 35,Philippines,Singapore,Yes,Asia,Male,Married,Masters,University,Less than 1 year,Assistant Professor,About two-third,3,2,3,4,3,3,4,4,3,4,4,3,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,Very Important,Very Important,In almost all my papers,In none of my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes
11/09/2015 21:34,56 and above,Uruguay,Uruguay,No,South America,Male,Married,Masters,University,More than 10 years,Professor,Almost all papers,3,3,3,3,3,3,3,3,2,1,2,2,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In very few of my papers,In very few of my papers,In almost all my papers,Most of the time,Never,Never,Never,Never,Most of the time,Most of the time,Never
11/09/2015 21:36,35 - 45,Italy,Germany,Yes,Europe,Female,Single,Masters,University,Less than 1 year,Assistant Professor,All papers,3,4,4,3,3,,3,4,2,3,3,3,Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In almost all my papers,In none of my papers,In none of my papers,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes
11/09/2015 21:37,35 - 45,Argentina,Argentina,No,South America,Male,Married,Masters,Other,6 - 10 years,Economist (not holding academic position ),Almost all papers,4,3,4,4,2,1,4,3,2,2,2,4,Important,Very Important,Important,Slightly Important,Important,Very Important,Important,Very Important,Important,Very Important,Important,Important,Important,Important,In very few of my papers,In about one-third of my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Most of the time,Always
11/09/2015 21:37,35 - 45,Brazil,Brazil,No,South America,Male,Married,Masters,Other,1 - 5 years,Associate Professor,All papers,3,1,2,2,2,2,2,3,1,1,3,3,Important,Slightly Important,Slightly Important,Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Very Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never
11/09/2015 21:38,less than 35,Switzerland,Mexico,Yes,North America,Male,Married,Masters,University,Less than 1 year,Assistant Professor,About two-third,4,2,3,4,4,3,3,4,3,3,2,3,Important,Slightly Important,Important,Important,Important,Slightly Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,In about half of my papers,In about one-third of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/09/2015 21:42,46 - 55,Czech Republic,Czech Republic,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,About two-third,3,1,4,3,1,2,1,3,3,2,3,2,Important,Slightly Important,Important,Important,Important,Important,Not Important,Important,Slightly Important,Important,Important,Important,Slightly Important,Not Important,In about half of my papers,In very few of my papers,In about one-third of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/09/2015 21:44,46 - 55,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About two-third,4,4,3,4,3,3,1,2,1,1,1,2,Very Important,Slightly Important,Important,Important,Very Important,Slightly Important,Important,Very Important,Slightly Important,Important,Important,Very Important,Slightly Important,Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/09/2015 21:48,46 - 55,USA,USA,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About two-third,3,1,3,3,4,1,1,4,1,1,1,3,Very Important,Important,Very Important,Important,Important,Slightly Important,Very Important,Very Important,Important,Very Important,Important,Important,Slightly Important,Very Important,In very few of my papers,In almost all my papers,In almost all my papers,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
11/09/2015 21:49,less than 35,USA,USA,No,North America,Male,Married,Masters,,1 - 5 years,,Almost all papers,4,2,4,4,2,2,2,1,3,2,1,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In about one-third of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/09/2015 21:52,56 and above,Switzerland,Switzerland,No,Europe,Male,Married,Masters,University,More than 10 years,Researcher/Scientist,Very few,3,3,3,3,2,3,2,3,1,1,3,3,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In almost all my papers,In almost all my papers,Sometimes,Never,Never,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes
11/09/2015 21:56,35 - 45,Uruguay,Uruguay,No,South America,Male,Married,Masters,University,,Professor,About two-third,4,1,2,4,1,2,1,1,1,1,1,1,Very Important,Slightly Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In very few of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/09/2015 22:00,56 and above,Italy,Italy,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,About half,4,4,4,4,2,2,2,2,3,3,3,3,Very Important,Slightly Important,Important,Not Important,Important,Important,Slightly Important,Important,Slightly Important,Important,Slightly Important,Important,Slightly Important,Not Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Never,Never,Most of the time,Never,Most of the time
11/09/2015 22:09,56 and above,Canada,Canada,No,North America,Male,Married,Masters,Other,Less than 1 year,Other,About half,3,3,3,3,3,1,3,3,1,3,3,1,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never
11/09/2015 22:56,35 - 45,Brazil,USA,Yes,North America,Male,Married,Masters,College,6 - 10 years,Associate Professor,About half,4,2,4,3,3,2,2,2,1,2,2,3,Very Important,Important,Important,Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In all my papers,In all my papers,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes
11/09/2015 22:59,56 and above,USA,USA,No,North America,Male,Married,Other,Other,1 - 5 years,Other,Almost all papers,4,2,3,4,3,3,3,3,1,3,4,3,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In none of my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes
11/09/2015 23:01,35 - 45,France,France,No,Europe,Female,Other,Masters,Research Institute,6 - 10 years,Researcher/Scientist,Almost all papers,4,4,4,3,1,2,3,2,2,3,3,3,Very Important,Important,Important,Slightly Important,Slightly Important,Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,In almost all my papers,In almost all my papers,In none of my papers,Never,Never,Never,Most of the time,Never,Never,Never,Sometimes
11/09/2015 23:08,35 - 45,USA,USA,No,North America,Male,Married,Masters,College,More than 10 years,Professor,Almost all papers,4,4,4,3,3,3,3,2,3,3,2,2,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In none of my papers,In almost all my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 23:12,less than 35,Nigeria,Nigeria,No,Africa,Male,Single,PhD,,1 - 5 years,,About two-third,3,2,1,2,2,3,4,4,2,4,3,3,Slightly Important,Slightly Important,Important,Important,Very Important,Important,Slightly Important,Important,Slightly Important,Important,Important,Important,Slightly Important,Slightly Important,In almost all my papers,In none of my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
11/09/2015 23:15,35 - 45,,Spain,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,3,3,3,3,4,2,2,4,3,3,4,4,Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Slightly Important,Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Important,In none of my papers,In almost all my papers,In almost all my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes
11/09/2015 23:19,35 - 45,Netherlands,Netherlands,No,Europe,Male,Married,Masters,Other,More than 10 years,Researcher/Scientist,Almost all papers,3,3,2,3,3,2,2,3,2,2,2,3,Important,Important,Important,Important,Very Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In almost all my papers,In none of my papers,In none of my papers,Sometimes,Never,Never,Never,Never,Never,Never,Never
11/09/2015 23:40,46 - 55,Austria,Austria,No,Europe,Male,Married,Masters,College,More than 10 years,Professor,Almost all papers,4,1,1,4,1,1,1,1,1,4,2,1,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,In none of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/09/2015 23:50,56 and above,Canada,Canada,No,North America,Male,Married,Masters,University,More than 10 years,Professor,About two-third,2,1,3,4,2,3,1,3,4,2,2,2,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,In about one-third of my papers,In very few of my papers,In about half of my papers,Never,Never,Never,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes
11/09/2015 23:57,46 - 55,Spain,Spain,No,Europe,Female,Married,Masters,University,More than 10 years,Associate Professor,All papers,4,3,4,4,3,3,3,4,3,,4,4,Very Important,Very Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Slightly Important,Important,Slightly Important,Very Important,Slightly Important,Very Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes
11/09/2015 23:58,less than 35,Canada,Canada,No,North America,Female,Married,Masters,University,1 - 5 years,Assistant Professor,About one-third,3,3,,3,3,3,3,3,3,2,2,3,Important,Important,Slightly Important,Important,Slightly Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Important,Important,In about one-third of my papers,In about two-third of my papers,In none of my papers,Most of the time,Never,Never,Most of the time,Never,Sometimes,Most of the time,Never
11/10/2015 00:01,35 - 45,Germany,France,Yes,Europe,Male,Married,Masters,University,1 - 5 years,Associate Professor,Almost all papers,3,2,3,3,4,2,2,4,3,3,3,3,Slightly Important,Very Important,Important,Slightly Important,Slightly Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Slightly Important,Slightly Important,In very few of my papers,In none of my papers,In almost all my papers,Most of the time,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
11/10/2015 00:08,less than 35,Italy,Italy,No,Europe,Male,Married,Masters,University,1 - 5 years,Assistant Professor,About half,3,3,1,2,2,2,4,4,1,1,3,3,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,Important,Important,Important,In about half of my papers,In very few of my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never
